Id,WnvPresent
1,0.6871366427054486
2,0.11850100475015246
3,0.9454930253629623
4,0.07070865725724573
5,0.07070865725724573
6,0.07070865725724573
7,0.07070865725724573
8,0.07070865725724573
9,0.6127439589511532
10,0.04750565063770473
11,0.869565198089818
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.6552005128401035
18,0.08802292701304104
19,0.9128980621831744
20,0.04035362476072635
21,0.04035362476072635
22,0.04035362476072635
23,0.04035362476072635
24,0.04035362476072635
25,0.6445729985813067
26,0.07788074534274614
27,0.902051241795327
28,0.03025239976423144
29,0.03025239976423144
30,0.03025239976423144
31,0.03025239976423144
32,0.03025239976423144
33,0.6127439589511532
34,0.04750565063770473
35,0.869565198089818
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.6339544055096873
42,0.06774714264687454
43,0.8912134950093478
44,0.020159724555451675
45,0.020159724555451675
46,0.020159724555451675
47,0.020159724555451675
48,0.020159724555451675
49,0.6233447276306929
50,0.05762211303985687
51,0.880384815786627
52,0.010075593258724425
53,0.010075593258724425
54,0.010075593258724425
55,0.010075593258724425
56,0.010075593258724425
57,0.6127439589511532
58,0.04750565063770473
59,0.869565198089818
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.6127439589511532
66,0.04750565063770473
67,0.869565198089818
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.6871366427054486
74,0.11850100475015246
75,0.9454930253629623
76,0.07070865725724573
77,0.07070865725724573
78,0.07070865725724573
79,0.07070865725724573
80,0.07070865725724573
81,0.6233447276306929
82,0.05762211303985687
83,0.880384815786627
84,0.010075593258724425
85,0.010075593258724425
86,0.010075593258724425
87,0.010075593258724425
88,0.010075593258724425
89,0.6233447276306929
90,0.05762211303985687
91,0.880384815786627
92,0.010075593258724425
93,0.010075593258724425
94,0.010075593258724425
95,0.010075593258724425
96,0.010075593258724425
97,0.665836954281982
98,0.09817369354493266
99,0.9237539622127713
100,0.05046340542220662
101,0.05046340542220662
102,0.05046340542220662
103,0.05046340542220662
104,0.05046340542220662
105,0.6127439589511532
106,0.04750565063770473
107,0.869565198089818
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.665836954281982
114,0.09817369354493266
115,0.9237539622127713
116,0.05046340542220662
117,0.05046340542220662
118,0.05046340542220662
119,0.05046340542220662
120,0.05046340542220662
121,0.6127439589511532
122,0.04750565063770473
123,0.869565198089818
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.6127439589511532
130,0.04750565063770473
131,0.869565198089818
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.6339544055096873
138,0.06774714264687454
139,0.8912134950093478
140,0.020159724555451675
141,0.020159724555451675
142,0.020159724555451675
143,0.020159724555451675
144,0.020159724555451675
145,0.6127439589511532
146,0.04750565063770473
147,0.869565198089818
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.6871366427054486
154,0.11850100475015246
155,0.9454930253629623
156,0.07070865725724573
157,0.07070865725724573
158,0.07070865725724573
159,0.07070865725724573
160,0.07070865725724573
161,0.665836954281982
162,0.09817369354493266
163,0.9237539622127713
164,0.05046340542220662
165,0.05046340542220662
166,0.05046340542220662
167,0.05046340542220662
168,0.05046340542220662
169,0.6127439589511532
170,0.04750565063770473
171,0.869565198089818
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.6127439589511532
178,0.04750565063770473
179,0.869565198089818
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.6339544055096873
186,0.06774714264687454
187,0.8912134950093478
188,0.020159724555451675
189,0.020159724555451675
190,0.020159724555451675
191,0.020159724555451675
192,0.020159724555451675
193,0.6127439589511532
194,0.04750565063770473
195,0.869565198089818
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.6339544055096873
202,0.06774714264687454
203,0.8912134950093478
204,0.020159724555451675
205,0.020159724555451675
206,0.020159724555451675
207,0.020159724555451675
208,0.020159724555451675
209,0.6233447276306929
210,0.05762211303985687
211,0.880384815786627
212,0.010075593258724425
213,0.010075593258724425
214,0.010075593258724425
215,0.010075593258724425
216,0.010075593258724425
217,0.6339544055096873
218,0.06774714264687454
219,0.8912134950093478
220,0.020159724555451675
221,0.020159724555451675
222,0.020159724555451675
223,0.020159724555451675
224,0.020159724555451675
225,0.6127439589511532
226,0.04750565063770473
227,0.869565198089818
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.6871366427054486
234,0.11850100475015246
235,0.9454930253629623
236,0.07070865725724573
237,0.07070865725724573
238,0.07070865725724573
239,0.07070865725724573
240,0.07070865725724573
241,0.6127439589511532
242,0.04750565063770473
243,0.869565198089818
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.6233447276306929
250,0.05762211303985687
251,0.880384815786627
252,0.010075593258724425
253,0.010075593258724425
254,0.010075593258724425
255,0.010075593258724425
256,0.010075593258724425
257,0.6233447276306929
258,0.05762211303985687
259,0.880384815786627
260,0.010075593258724425
261,0.010075593258724425
262,0.010075593258724425
263,0.010075593258724425
264,0.010075593258724425
265,0.6127439589511532
266,0.04750565063770473
267,0.869565198089818
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.6127439589511532
274,0.04750565063770473
275,0.869565198089818
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.6127439589511532
282,0.04750565063770473
283,0.869565198089818
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.6127439589511532
290,0.04750565063770473
291,0.869565198089818
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.6233447276306929
298,0.05762211303985687
299,0.880384815786627
300,0.010075593258724425
301,0.010075593258724425
302,0.010075593258724425
303,0.010075593258724425
304,0.010075593258724425
305,0.6233447276306929
306,0.05762211303985687
307,0.880384815786627
308,0.010075593258724425
309,0.010075593258724425
310,0.010075593258724425
311,0.010075593258724425
312,0.010075593258724425
313,0.6339544055096873
314,0.06774714264687454
315,0.8912134950093478
316,0.020159724555451675
317,0.020159724555451675
318,0.020159724555451675
319,0.020159724555451675
320,0.020159724555451675
321,0.6233447276306929
322,0.05762211303985687
323,0.880384815786627
324,0.010075593258724425
325,0.010075593258724425
326,0.010075593258724425
327,0.010075593258724425
328,0.010075593258724425
329,0.6233447276306929
330,0.05762211303985687
331,0.880384815786627
332,0.010075593258719096
333,0.010075593258719096
334,0.010075593258719096
335,0.010075593258719096
336,0.010075593258719096
337,0.6127439589511532
338,0.04750565063770473
339,0.869565198089818
340,0.0
341,0.0
342,0.0
